S No,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome ,CoapplicantIncome ,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
1405,Female,Yes,0,Graduate,No,345000,400000,300000,9,1,Urban,Y
1406,Female,Yes,0,Graduate,No,935000,0,200000,3,1,Rural,Y
1407,Female,Yes,2,Graduate,No,975000,300000,200000,3,1,Urban,Y
1408,Female,No,0,Graduate,No,648000,400000,700000,6,1,Rural,Y
1409,Male,No,0,Graduate,No,576000,100000,700000,9,1,Rural,Y
1410,Female,No,0,Not Graduate,Yes,533000,100000,100000,10,1,Rural,Y
1411,Female,No,1,Graduate,No,462000,300000,300000,5,1,Urban,Y
1412,Female,No,1,Not Graduate,No,327000,100000,500000,3,1,Semi-Rural,N
1413,Male,No,2,Not Graduate,Yes,729000,500000,200000,10,1,#VALUE!,Y
1414,Male,No,1,Not Graduate,No,851000,400000,400000,10,1,Urban,Y
1415,Male,No,1,Not Graduate,No,610000,200000,600000,2,1,Urban,N
1416,Male,No,3,Not Graduate,No,503000,300000,1000000,9,1,Semi-Rural,Y
1417,Male,No,0,Not Graduate,No,711000,500000,600000,8,1,Rural,Y
1418,Female,Yes,0,Graduate,Yes,671000,100000,700000,4,0,Urban,Y
1419,Male,Yes,1,Not Graduate,Yes,712000,300000,100000,8,1,Rural,Y
1420,Male,Yes,2,Not Graduate,Yes,981000,200000,400000,9,1,#VALUE!,Y
1421,Female,No,3,Not Graduate,No,463000,400000,100000,2,1,Urban,Y
1422,Male,No,2,Graduate,No,402000,200000,200000,3,1,Semi-Rural,Y
1423,Female,No,2,Graduate,No,665000,100000,900000,8,1,#VALUE!,Y
1424,Male,Yes,0,Graduate,No,477000,0,700000,9,1,Urban,Y
1425,Male,Yes,0,Graduate,No,707000,400000,600000,5,1,Rural,Y
1426,Female,No,2,Not Graduate,No,392000,100000,100000,10,1,Semi-Rural,Y
1427,Female,Yes,2,Not Graduate,Yes,617000,200000,100000,5,1,Urban,Y
1428,Male,Yes,2,Not Graduate,No,498000,400000,600000,9,1,Urban,Y
1429,Female,Yes,0,Not Graduate,No,975000,0,600000,4,1,Urban,Y
1430,Male,No,3,Not Graduate,No,948000,100000,900000,6,0,Urban,Y
1431,Male,No,2,Graduate,No,690000,0,900000,7,0,Semi-Rural,Y
1432,Female,Yes,3,Not Graduate,No,497000,100000,1000000,7,1,Rural,Y
1433,Male,Yes,0,Not Graduate,Yes,576000,200000,700000,9,1,Urban,Y
1434,Female,Yes,3,Not Graduate,No,999000,400000,900000,5,1,Rural,Y
1435,Female,Yes,3,Not Graduate,No,281000,500000,200000,9,1,Semi-Rural,Y
1436,Male,No,0,Graduate,No,534000,500000,900000,5,0,Rural,Y
1437,Female,No,0,Graduate,No,914000,400000,800000,10,1,Urban,Y
1438,Female,No,3,Not Graduate,No,319000,300000,600000,6,1,Semi-Rural,Y
1439,Male,No,3,Not Graduate,No,373000,100000,200000,10,1,Semi-Rural,Y
1440,Female,No,0,Graduate,No,702000,300000,700000,6,1,Rural,Y
1441,Male,No,2,Not Graduate,No,352000,100000,300000,7,1,Urban,Y
1442,Female,No,1,Not Graduate,No,574000,500000,200000,7,1,#VALUE!,Y
1443,Female,No,1,Graduate,No,800000,100000,1000000,4,1,Rural,Y
1444,Female,Yes,1,Graduate,No,824000,200000,800000,6,0,Rural,Y
1445,Male,No,1,Not Graduate,No,836000,100000,800000,3,1,Rural,Y
1446,Male,Yes,3,Not Graduate,No,552000,200000,200000,7,1,#VALUE!,Y
1447,Female,Yes,0,Not Graduate,No,713000,400000,400000,5,1,Semi-Rural,Y
1448,Female,Yes,3,Graduate,No,981000,100000,400000,3,1,Urban,Y
1449,Female,No,2,Not Graduate,No,996000,500000,500000,3,1,Urban,Y
1450,Female,No,1,Graduate,No,466000,300000,500000,8,0,Urban,Y
1451,Female,No,2,Graduate,No,365000,100000,500000,4,1,Rural,Y
1452,Female,No,1,Not Graduate,No,493000,300000,800000,3,0,Urban,N
1453,Female,No,1,Graduate,No,739000,200000,500000,4,1,Urban,Y
1454,Female,Yes,1,Graduate,No,712000,100000,700000,7,1,Semi-Rural,Y
1455,Male,Yes,0,Graduate,No,315000,500000,100000,8,1,Urban,Y
1456,Female,Yes,1,Graduate,No,632000,200000,500000,6,1,#VALUE!,Y
1457,Male,No,2,Graduate,No,360000,200000,900000,4,0,Semi-Rural,N
1458,Male,No,3,Graduate,No,880000,200000,1000000,4,1,#VALUE!,Y
1459,Male,Yes,2,Graduate,No,357000,300000,1000000,10,1,Urban,Y
1460,Male,Yes,0,Graduate,No,390000,300000,800000,5,1,Urban,N
1461,Male,No,1,Not Graduate,Yes,614000,0,400000,2,1,#VALUE!,Y
1462,Female,No,1,Not Graduate,No,664000,200000,900000,2,1,Rural,N
1463,Male,Yes,2,Not Graduate,No,851000,400000,700000,9,1,Semi-Rural,Y
1464,Female,No,1,Not Graduate,No,983000,200000,500000,6,1,Semi-Rural,Y
1465,Male,Yes,1,Graduate,No,610000,100000,600000,4,0,Rural,Y
1466,Female,Yes,1,Graduate,No,816000,400000,600000,6,1,Semi-Rural,Y
1467,Female,Yes,3,Not Graduate,No,935000,400000,800000,5,1,Rural,Y
1468,Male,No,0,Graduate,No,935000,300000,500000,7,1,Semi-Rural,Y
1469,Female,Yes,3,Not Graduate,Yes,873000,100000,200000,8,1,Rural,Y
1470,Male,Yes,3,Graduate,No,380000,0,700000,4,1,#VALUE!,N
1471,Female,Yes,0,Not Graduate,No,378000,400000,1000000,7,1,Urban,Y
1472,Female,No,1,Not Graduate,No,424000,100000,800000,8,1,Semi-Rural,Y
1473,Male,No,3,Not Graduate,No,320000,400000,500000,4,1,Rural,Y
1474,Female,No,2,Graduate,No,359000,500000,600000,2,1,Urban,N
1475,Female,Yes,2,Not Graduate,No,284000,100000,200000,5,1,Urban,Y
1476,Male,Yes,0,Not Graduate,No,311000,200000,600000,3,1,Urban,N
1477,Male,No,2,Graduate,No,520000,500000,600000,7,1,#VALUE!,Y
1478,Female,No,1,Not Graduate,No,283000,500000,200000,8,1,Rural,Y
1479,Male,Yes,0,Not Graduate,Yes,827000,200000,200000,2,0,Rural,Y
1480,Female,Yes,1,Not Graduate,No,740000,400000,300000,10,1,Urban,Y
1481,Male,No,3,Not Graduate,No,474000,300000,200000,9,1,Semi-Rural,Y
1482,Male,No,1,Graduate,No,554000,400000,300000,4,1,Urban,Y
1483,Female,No,1,Graduate,No,507000,400000,300000,7,1,Urban,Y
1484,Male,No,3,Graduate,No,495000,400000,300000,10,1,Rural,Y
1485,Female,Yes,1,Graduate,No,789000,500000,700000,2,0,Urban,N
1486,Male,Yes,0,Graduate,No,720000,0,300000,7,1,Semi-Rural,Y
1487,Female,Yes,2,Graduate,No,905000,100000,400000,5,1,Semi-Rural,Y
1488,Female,No,0,Graduate,No,486000,500000,700000,9,1,Semi-Rural,Y
1489,Male,No,0,Not Graduate,No,997000,0,300000,2,1,Semi-Rural,Y
1490,Male,No,3,Graduate,No,994000,400000,700000,10,1,Rural,Y
1491,Female,Yes,1,Not Graduate,No,595000,0,400000,4,0,Semi-Rural,Y
1492,Female,Yes,0,Not Graduate,No,278000,200000,600000,8,1,Urban,Y
1493,Male,No,3,Not Graduate,No,302000,300000,100000,6,1,Rural,Y
1494,Male,No,2,Not Graduate,No,576000,200000,200000,8,1,Semi-Rural,Y
1495,Female,No,1,Graduate,No,509000,500000,500000,5,1,Rural,Y
1496,Male,Yes,0,Graduate,Yes,521000,0,400000,2,1,Rural,Y
1497,Male,Yes,3,Not Graduate,No,309000,400000,800000,9,1,Urban,Y
1498,Male,Yes,1,Graduate,No,544000,200000,300000,9,1,Semi-Rural,Y
1499,Male,No,2,Graduate,No,739000,100000,400000,4,1,Rural,Y
1500,Female,No,2,Graduate,No,825000,200000,1000000,2,1,Semi-Rural,N
1501,Female,No,0,Not Graduate,No,657000,200000,1000000,2,1,Semi-Rural,N
1502,Male,No,2,Not Graduate,No,715000,400000,300000,3,1,Rural,Y
1503,Female,Yes,1,Not Graduate,No,792000,200000,200000,7,0,Urban,Y
1504,Female,Yes,0,Not Graduate,Yes,454000,0,800000,10,0,Urban,Y
1505,Male,Yes,2,Graduate,No,634000,400000,800000,4,1,Urban,Y
1506,Male,No,2,Not Graduate,No,299000,0,900000,9,1,Rural,Y
1507,Female,No,3,Not Graduate,No,689000,100000,500000,8,1,Semi-Rural,Y
1508,Female,Yes,2,Not Graduate,No,325000,100000,400000,8,1,Rural,Y
1509,Female,No,3,Not Graduate,No,355000,200000,200000,7,1,Rural,Y
1510,Female,Yes,2,Graduate,No,716000,300000,800000,4,1,Rural,Y
1511,Female,Yes,2,Graduate,No,979000,300000,600000,9,0,Rural,Y
1512,Male,Yes,0,Not Graduate,No,572000,300000,600000,4,1,Rural,Y
1513,Male,No,0,Not Graduate,No,433000,100000,100000,7,1,Semi-Rural,Y
1514,Female,No,3,Not Graduate,No,680000,0,500000,8,1,Rural,Y
1515,Female,Yes,3,Not Graduate,No,708000,200000,500000,6,1,#VALUE!,Y
1516,Male,No,2,Graduate,No,718000,200000,500000,2,0,Urban,Y
1517,Female,No,3,Not Graduate,No,888000,300000,1000000,10,1,Rural,Y
1518,Female,No,0,Graduate,No,776000,300000,700000,10,1,Urban,Y
1519,Male,Yes,2,Graduate,No,260000,300000,800000,7,1,Urban,N
1520,Male,Yes,1,Not Graduate,No,597000,200000,600000,2,1,Urban,N
1521,Female,No,2,Not Graduate,No,817000,100000,600000,10,0,Urban,Y
1522,Female,Yes,0,Graduate,No,485000,0,800000,10,1,Rural,Y
1523,Female,No,3,Not Graduate,No,895000,200000,800000,5,1,Urban,Y
1524,Female,No,1,Graduate,No,647000,300000,200000,8,1,Urban,Y
1525,Male,No,0,Not Graduate,No,507000,100000,900000,8,1,Rural,Y
1526,Female,No,2,Not Graduate,Yes,747000,200000,200000,2,1,Urban,Y
1527,Female,No,0,Not Graduate,No,611000,400000,300000,6,1,Urban,Y
1528,Male,Yes,1,Not Graduate,No,277000,100000,1000000,6,1,Rural,N
1529,Male,No,2,Graduate,No,353000,300000,100000,5,0,Semi-Rural,Y
1530,Male,No,1,Not Graduate,Yes,727000,300000,600000,3,1,Semi-Rural,Y
1531,Female,Yes,0,Graduate,No,632000,200000,100000,2,1,Rural,Y
1532,Female,Yes,3,Not Graduate,No,615000,300000,500000,2,1,Urban,N
1533,Male,No,1,Not Graduate,No,791000,300000,800000,2,1,Urban,N
1534,Female,Yes,1,Graduate,No,251000,400000,1000000,7,1,Rural,N
1535,Female,No,0,Graduate,No,470000,100000,400000,9,1,Urban,Y
1536,Female,Yes,2,Graduate,No,494000,200000,800000,7,1,Urban,Y
1537,Female,Yes,3,Not Graduate,No,955000,300000,400000,5,1,Rural,Y
1538,Female,No,1,Not Graduate,No,481000,200000,300000,7,1,Urban,Y
1539,Female,Yes,0,Not Graduate,No,259000,200000,200000,9,1,Urban,Y
1540,Female,No,3,Not Graduate,No,433000,400000,900000,4,1,Rural,N
1541,Female,Yes,1,Graduate,No,551000,100000,400000,6,1,Urban,Y
1542,Male,No,1,Graduate,No,564000,200000,100000,10,1,Urban,Y
1543,Female,No,1,Not Graduate,No,491000,200000,500000,7,1,Semi-Rural,Y
1544,Male,No,0,Graduate,Yes,350000,300000,300000,7,1,Rural,Y
1545,Male,No,0,Not Graduate,No,268000,100000,700000,8,1,Urban,Y
1546,Male,No,2,Not Graduate,No,992000,300000,100000,10,1,Semi-Rural,Y
1547,Male,Yes,0,Not Graduate,No,843000,200000,300000,2,1,Rural,Y
1548,Female,No,1,Graduate,Yes,596000,100000,300000,6,1,Urban,Y
1549,Female,No,0,Graduate,No,346000,100000,600000,3,1,Rural,N
1550,Male,No,2,Not Graduate,No,557000,300000,700000,7,1,Urban,Y
1551,Female,Yes,1,Graduate,No,310000,500000,400000,8,1,Urban,Y
1552,Female,Yes,3,Not Graduate,No,688000,0,700000,7,1,Semi-Rural,Y
1553,Female,Yes,3,Not Graduate,No,601000,400000,200000,7,1,Semi-Rural,Y
1554,Male,No,3,Graduate,No,753000,400000,200000,9,1,Urban,Y
1555,Female,Yes,1,Graduate,No,809000,300000,500000,10,1,Rural,Y
1556,Female,No,3,Graduate,No,684000,400000,900000,3,0,Rural,N
1557,Female,No,2,Not Graduate,No,485000,400000,1000000,7,1,Urban,Y
1558,Female,No,0,Not Graduate,No,639000,500000,700000,7,1,Rural,Y
1559,Male,Yes,2,Not Graduate,No,395000,200000,900000,3,1,Semi-Rural,N
1560,Female,Yes,0,Graduate,No,774000,500000,200000,3,1,Rural,Y
1561,Male,No,1,Graduate,No,674000,100000,700000,10,1,Semi-Rural,Y
1562,Male,Yes,1,Graduate,No,933000,100000,100000,10,1,Urban,Y
1563,Male,No,3,Not Graduate,Yes,421000,0,400000,4,1,Semi-Rural,Y
1564,Male,Yes,1,Not Graduate,No,331000,0,800000,9,1,Urban,Y
1565,Female,Yes,2,Graduate,No,444000,500000,700000,5,1,#VALUE!,Y
1566,Male,No,1,Graduate,No,738000,300000,200000,9,1,Semi-Rural,Y
1567,Male,No,0,Not Graduate,Yes,294000,0,500000,4,1,Urban,N
1568,Female,No,1,Not Graduate,No,848000,400000,500000,3,1,Rural,Y
1569,Male,Yes,1,Graduate,No,596000,300000,700000,4,1,Semi-Rural,Y
1570,Female,No,3,Graduate,Yes,348000,400000,300000,4,1,Urban,Y
1571,Male,No,2,Graduate,No,918000,200000,900000,10,1,#VALUE!,Y
1572,Male,No,1,Not Graduate,No,434000,200000,900000,8,1,Semi-Rural,Y
1573,Male,No,2,Graduate,No,528000,200000,500000,6,1,Semi-Rural,Y
1574,Male,No,0,Graduate,No,285000,200000,100000,10,1,Semi-Rural,Y
1575,Female,No,3,Not Graduate,No,343000,400000,800000,7,1,Urban,Y
1576,Male,No,0,Not Graduate,No,989000,100000,100000,6,1,Rural,Y
1577,Female,Yes,0,Graduate,No,311000,300000,1000000,4,1,Rural,N
1578,Male,No,3,Not Graduate,No,700000,300000,400000,6,1,Rural,Y
1579,Female,No,3,Graduate,Yes,565000,300000,700000,9,1,Rural,Y
1580,Female,Yes,1,Not Graduate,No,425000,200000,600000,7,1,Urban,Y
1581,Male,Yes,2,Graduate,No,881000,400000,1000000,5,1,Urban,Y
1582,Male,Yes,1,Graduate,No,576000,400000,400000,2,1,Urban,Y
1583,Female,Yes,3,Not Graduate,No,588000,500000,600000,7,1,Rural,Y
1584,Female,No,0,Not Graduate,Yes,462000,300000,900000,8,0,Urban,Y
1585,Female,No,2,Graduate,No,381000,300000,300000,10,1,Urban,Y
1586,Female,Yes,2,Graduate,No,646000,500000,500000,3,1,Urban,Y
1587,Male,Yes,2,Graduate,No,464000,400000,100000,2,0,Urban,Y
1588,Female,Yes,0,Not Graduate,No,980000,0,1000000,5,1,#VALUE!,Y
1589,Male,No,1,Not Graduate,No,412000,300000,1000000,5,1,Urban,N
1590,Male,Yes,2,Graduate,No,910000,300000,1000000,3,1,Rural,Y
1591,Female,No,1,Graduate,No,392000,200000,1000000,6,1,Rural,N
1592,Female,Yes,1,Not Graduate,No,746000,200000,800000,2,1,Rural,N
1593,Female,Yes,1,Graduate,No,859000,400000,200000,10,1,Rural,Y
1594,Male,No,1,Not Graduate,No,609000,200000,100000,10,1,Urban,Y
1595,Female,Yes,3,Graduate,No,571000,200000,100000,10,1,Urban,Y
1596,Male,Yes,3,Graduate,No,801000,100000,400000,10,1,Semi-Rural,Y
1597,Female,Yes,1,Graduate,No,767000,0,700000,10,1,Rural,Y
1598,Male,No,0,Not Graduate,No,831000,200000,100000,9,1,Urban,Y
1599,Male,No,0,Graduate,No,307000,300000,500000,9,1,Urban,Y
1600,Male,Yes,1,Not Graduate,No,389000,200000,400000,6,1,Semi-Rural,Y
1601,Female,No,1,Not Graduate,No,335000,400000,300000,6,1,Urban,Y
1602,Female,Yes,1,Graduate,No,953000,300000,200000,2,1,Rural,Y
1603,Male,Yes,0,Not Graduate,No,666000,500000,400000,4,1,Urban,Y
1604,Female,No,1,Not Graduate,No,989000,400000,900000,2,1,Semi-Rural,N
1605,Female,Yes,0,Graduate,No,284000,400000,600000,5,1,Rural,N
1606,Female,No,0,Graduate,No,646000,300000,300000,2,1,Rural,Y
1607,Male,Yes,1,Not Graduate,No,496000,0,900000,4,1,Semi-Rural,N
1608,Female,No,3,Graduate,No,376000,0,400000,5,1,Urban,Y
1609,Female,No,0,Graduate,No,329000,300000,400000,7,1,Rural,Y
1610,Female,Yes,2,Not Graduate,No,584000,300000,1000000,3,1,Semi-Rural,N
1611,Male,No,2,Graduate,No,534000,400000,700000,3,1,Rural,N
1612,Female,No,3,Graduate,No,850000,0,800000,6,1,Rural,Y
1613,Female,No,1,Not Graduate,No,815000,100000,1000000,10,1,Rural,Y
1614,Female,No,0,Graduate,No,830000,400000,1000000,10,0,Rural,Y
1615,Female,No,1,Graduate,No,544000,300000,300000,4,1,Rural,Y
1616,Female,No,0,Graduate,No,786000,0,100000,2,1,#VALUE!,Y
1617,Female,Yes,2,Not Graduate,Yes,782000,100000,1000000,3,1,Semi-Rural,N
1618,Female,Yes,0,Not Graduate,No,698000,200000,200000,3,1,Rural,Y
1619,Male,No,2,Graduate,No,603000,200000,400000,9,1,Urban,Y
1620,Male,Yes,0,Graduate,No,647000,400000,300000,5,1,Urban,Y
1621,Female,No,0,Not Graduate,Yes,514000,200000,100000,8,1,Urban,Y
1622,Female,No,1,Not Graduate,No,676000,200000,300000,3,0,Urban,Y
1623,Male,No,2,Graduate,No,891000,0,600000,6,1,Rural,Y
1624,Female,Yes,2,Graduate,No,943000,0,1000000,9,1,Semi-Rural,Y
1625,Female,Yes,2,Not Graduate,No,410000,400000,800000,6,1,Rural,Y
1626,Male,Yes,1,Not Graduate,No,898000,300000,100000,4,1,Semi-Rural,Y
1627,Female,No,1,Not Graduate,No,657000,400000,200000,10,1,Rural,Y
1628,Female,No,2,Not Graduate,No,494000,400000,500000,10,1,Semi-Rural,Y
1629,Female,No,0,Not Graduate,No,820000,400000,500000,4,1,Urban,Y
1630,Male,Yes,3,Not Graduate,No,966000,400000,900000,7,1,Rural,Y
1631,Male,No,2,Graduate,No,257000,200000,400000,7,1,Semi-Rural,Y
1632,Male,Yes,1,Graduate,No,700000,200000,800000,7,1,Rural,Y
1633,Female,No,2,Graduate,No,331000,300000,100000,3,1,Rural,Y
1634,Male,Yes,2,Not Graduate,No,625000,200000,600000,10,1,Semi-Rural,Y
1635,Female,No,0,Not Graduate,No,300000,500000,800000,2,1,Rural,N
1636,Female,Yes,2,Graduate,No,776000,200000,700000,6,1,Urban,Y
1637,Female,Yes,2,Graduate,No,862000,200000,1000000,9,1,Rural,Y
1638,Male,Yes,3,Graduate,No,271000,400000,700000,7,0,#VALUE!,Y
1639,Female,No,1,Graduate,No,576000,0,600000,7,1,Rural,Y
1640,Male,Yes,0,Not Graduate,No,683000,200000,900000,5,1,Urban,Y
1641,Female,No,2,Not Graduate,No,718000,200000,100000,7,1,Rural,Y
1642,Female,No,3,Not Graduate,No,871000,400000,100000,7,1,Semi-Rural,Y
1643,Female,No,1,Graduate,No,481000,500000,500000,8,1,#VALUE!,Y
1644,Female,No,2,Graduate,No,401000,500000,500000,6,1,Urban,Y
1645,Male,No,2,Not Graduate,No,281000,100000,600000,9,1,Urban,Y
1646,Male,No,1,Not Graduate,No,832000,200000,800000,6,1,Urban,Y
1647,Female,Yes,0,Graduate,No,934000,400000,800000,8,1,Urban,Y
1648,Female,No,1,Graduate,Yes,252000,0,500000,3,0,Rural,N
1649,Male,Yes,0,Graduate,Yes,733000,100000,700000,8,1,Rural,Y
1650,Male,Yes,3,Graduate,No,456000,100000,800000,6,1,Semi-Rural,Y
1651,Male,No,2,Not Graduate,No,960000,300000,800000,10,1,Urban,Y
1652,Female,No,2,Graduate,No,422000,100000,800000,2,1,Semi-Rural,N
1653,Female,No,3,Graduate,No,998000,100000,400000,3,1,Semi-Rural,Y
1654,Female,Yes,2,Not Graduate,No,765000,200000,100000,6,1,#VALUE!,Y
1655,Female,Yes,0,Not Graduate,No,713000,500000,900000,2,1,Rural,N
1656,Male,Yes,0,Not Graduate,No,993000,500000,200000,4,1,Rural,Y
1657,Female,No,2,Not Graduate,No,627000,200000,400000,10,1,Semi-Rural,Y
1658,Female,Yes,1,Graduate,No,669000,200000,300000,4,1,Semi-Rural,Y
1659,Female,No,0,Graduate,No,357000,300000,700000,4,1,Rural,N
1660,Male,Yes,3,Graduate,No,512000,300000,300000,2,1,Rural,Y
1661,Male,No,3,Graduate,No,828000,200000,500000,9,1,Semi-Rural,Y
1662,Male,No,0,Graduate,No,892000,500000,900000,4,1,Semi-Rural,Y
1663,Female,No,2,Graduate,No,421000,0,600000,5,1,Semi-Rural,Y
1664,Male,Yes,0,Not Graduate,No,582000,500000,700000,7,1,Rural,Y
1665,Female,No,3,Not Graduate,No,819000,500000,500000,7,1,Rural,Y
1666,Male,Yes,0,Graduate,No,290000,500000,600000,6,1,Rural,Y
1667,Female,No,3,Graduate,No,782000,200000,100000,2,1,Rural,Y
1668,Male,Yes,2,Graduate,No,600000,0,100000,9,0,Semi-Rural,Y
1669,Female,No,2,Graduate,No,936000,200000,700000,7,0,Urban,Y
1670,Female,No,3,Not Graduate,No,813000,100000,400000,9,1,Urban,Y
1671,Male,Yes,1,Graduate,No,534000,200000,700000,3,0,Urban,N
1672,Female,Yes,0,Not Graduate,No,566000,100000,600000,8,1,Semi-Rural,Y
1673,Male,No,3,Not Graduate,No,757000,500000,1000000,6,1,Rural,Y
1674,Male,No,0,Not Graduate,No,617000,300000,100000,8,1,Semi-Rural,Y
1675,Male,No,3,Not Graduate,No,864000,100000,100000,6,1,Urban,Y
1676,Female,Yes,1,Not Graduate,No,429000,300000,500000,10,1,#VALUE!,Y
1677,Male,No,2,Graduate,No,287000,400000,300000,2,1,Semi-Rural,N
1678,Female,Yes,0,Graduate,No,291000,400000,900000,3,1,Semi-Rural,N
1679,Female,Yes,2,Graduate,No,404000,400000,300000,10,1,Rural,Y
1680,Male,No,2,Graduate,No,785000,400000,900000,3,1,Urban,Y
1681,Female,Yes,0,Graduate,No,890000,500000,500000,8,0,Rural,Y
1682,Female,Yes,1,Not Graduate,No,344000,100000,500000,10,1,Urban,Y
1683,Male,Yes,2,Not Graduate,No,677000,200000,900000,8,1,Urban,Y
1684,Male,Yes,1,Not Graduate,No,489000,500000,500000,7,1,Semi-Rural,Y
1685,Male,Yes,3,Graduate,No,982000,500000,500000,7,1,Urban,Y
1686,Female,No,1,Not Graduate,No,628000,100000,700000,5,1,Semi-Rural,Y
1687,Male,Yes,2,Graduate,No,651000,400000,300000,4,1,Rural,Y
1688,Male,No,0,Not Graduate,No,297000,400000,500000,5,1,Urban,Y
1689,Female,No,2,Graduate,No,665000,0,700000,2,1,Urban,N
1690,Female,No,3,Graduate,No,982000,100000,1000000,5,1,Semi-Rural,Y
1691,Male,No,1,Graduate,No,676000,200000,100000,7,1,Rural,Y
1692,Female,No,2,Not Graduate,No,556000,500000,500000,2,1,Rural,N
1693,Female,Yes,0,Not Graduate,No,519000,500000,1000000,8,1,Rural,Y
1694,Female,Yes,2,Not Graduate,No,798000,300000,500000,10,1,Rural,Y
1695,Female,Yes,0,Not Graduate,No,775000,200000,400000,3,1,Rural,Y
1696,Female,No,0,Graduate,No,319000,400000,1000000,7,1,Urban,N
1697,Male,Yes,2,Not Graduate,No,398000,300000,300000,7,1,Urban,Y
1698,Female,No,0,Graduate,No,566000,100000,900000,4,1,Rural,Y
1699,Female,No,1,Not Graduate,No,683000,200000,300000,7,1,Rural,Y
1700,Female,No,3,Graduate,No,437000,300000,300000,7,1,Semi-Rural,Y
1701,Female,No,3,Graduate,No,781000,200000,900000,3,1,Semi-Rural,Y
1702,Male,Yes,0,Not Graduate,No,748000,300000,700000,5,1,Urban,Y
1703,Male,No,3,Not Graduate,No,779000,100000,200000,2,1,Rural,Y
1704,Female,Yes,3,Not Graduate,No,382000,300000,900000,10,1,Urban,Y
1705,Female,No,0,Graduate,Yes,822000,100000,600000,10,1,Rural,Y
1706,Female,Yes,2,Not Graduate,No,322000,0,300000,9,1,Rural,Y
1707,Female,No,3,Graduate,No,402000,100000,100000,8,1,Rural,Y
1708,Male,No,1,Not Graduate,No,592000,200000,200000,6,1,Urban,Y
1709,Female,No,3,Not Graduate,Yes,869000,100000,500000,9,1,Rural,Y
1710,Male,Yes,3,Graduate,No,345000,300000,200000,8,1,#VALUE!,Y
1711,Male,Yes,2,Graduate,No,705000,400000,700000,2,1,Rural,N
1712,Male,No,2,Not Graduate,No,876000,200000,200000,3,1,Rural,Y
1713,Female,No,2,Not Graduate,No,370000,200000,500000,4,1,#VALUE!,Y
1714,Male,No,0,Not Graduate,No,465000,300000,100000,7,1,Rural,Y
1715,Female,No,1,Graduate,No,921000,200000,600000,9,1,Urban,Y
1716,Male,No,2,Not Graduate,No,594000,200000,100000,3,1,Semi-Rural,Y
1717,Female,Yes,3,Graduate,No,832000,500000,900000,5,1,#VALUE!,Y
1718,Female,No,0,Not Graduate,No,952000,500000,500000,5,1,Semi-Rural,Y
1719,Female,No,0,Not Graduate,No,309000,200000,600000,3,1,Semi-Rural,N
1720,Male,No,3,Not Graduate,Yes,961000,500000,500000,3,1,Urban,Y
1721,Female,Yes,0,Graduate,No,699000,300000,300000,2,1,#VALUE!,Y
1722,Female,No,0,Not Graduate,No,413000,100000,100000,2,1,Semi-Rural,Y
1723,Male,No,1,Not Graduate,No,446000,100000,900000,8,1,Rural,Y
1724,Male,Yes,1,Graduate,Yes,951000,200000,900000,3,1,Urban,Y
1725,Male,No,2,Not Graduate,No,872000,400000,500000,7,1,Rural,Y
1726,Male,No,2,Graduate,No,444000,300000,100000,3,0,Urban,Y
1727,Female,Yes,2,Graduate,No,450000,300000,500000,5,1,Urban,Y
1728,Male,No,3,Graduate,No,667000,200000,1000000,4,1,Rural,Y
1729,Female,No,0,Graduate,No,748000,400000,800000,3,0,Rural,Y
1730,Male,No,0,Not Graduate,No,541000,100000,200000,9,1,Urban,Y
1731,Female,No,2,Not Graduate,No,734000,200000,1000000,6,1,Semi-Rural,Y
1732,Male,No,1,Not Graduate,No,803000,100000,300000,4,1,Rural,Y
1733,Female,Yes,3,Graduate,No,457000,400000,400000,10,1,Rural,Y
1734,Female,Yes,3,Graduate,No,417000,400000,500000,7,1,Rural,Y
1735,Female,Yes,1,Graduate,No,982000,200000,300000,6,1,Urban,Y
1736,Female,Yes,3,Not Graduate,No,904000,400000,400000,8,1,Urban,Y
1737,Female,No,3,Not Graduate,No,920000,400000,300000,10,1,Urban,Y
1738,Female,Yes,1,Graduate,No,525000,400000,200000,4,1,Rural,Y
1739,Female,No,2,Graduate,No,295000,100000,500000,8,1,Rural,Y
1740,Female,Yes,2,Not Graduate,No,452000,100000,800000,5,1,Urban,Y
1741,Female,Yes,3,Graduate,No,842000,400000,500000,6,1,Semi-Rural,Y
1742,Female,No,2,Graduate,No,526000,300000,1000000,7,1,Urban,Y
1743,Male,No,2,Not Graduate,No,756000,300000,800000,6,1,Urban,Y
1744,Male,Yes,1,Graduate,No,961000,400000,700000,2,1,Urban,Y
1745,Male,Yes,2,Graduate,No,896000,500000,500000,10,1,Urban,Y
1746,Female,Yes,2,Graduate,No,708000,500000,200000,8,1,Urban,Y
1747,Female,No,2,Graduate,No,944000,0,800000,8,1,Rural,Y
1748,Female,No,0,Not Graduate,Yes,517000,100000,900000,3,1,Rural,N
1749,Male,Yes,3,Not Graduate,No,815000,400000,300000,5,1,Rural,Y
1750,Male,No,1,Not Graduate,Yes,572000,500000,500000,7,1,Urban,Y
1751,Male,Yes,1,Graduate,No,745000,400000,400000,8,1,Semi-Rural,Y
